"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
5;"Shooting";"9 (+40)";"0";"Lake Chad, Chad";"Nine Chadian soldiers were killed in a Boko Haram attack on an army post in the Lake Chad region. Around 40 Boko Haram jihadists were also killed as the army responded to the attack on the Kaiga post.";"Boko Haram";"Boko Haram insurgency";"May";"2017"
6;"Bombing";"2";"3";"Baghdad, Iraq";"Two civilians were killed, three others were wounded in two blasts that occurred in west of Baghdad.[25]";"Islamic State";"Iraqi Civil War";"May";"2017"
6;"Execution";"3";"0";"Rafah, Egypt";"The decapitated bodies of a father and his two sons recently kidnapped by Islamic militants were found on Saturday lying in the street in the northern Sinai town of Rafah.";"Islamic State (suspected)";"Sinai insurgency";"May";"2017"
6;"Bombing";"0";"1";"Narathiwat, Thailand";"A border patrol police officer was wounded in a roadside bomb blast near the Sungai Kolok River in Tak Bai district, authorities said.[26]";"Runda Kumpulan Kecil";"South Thailand insurgency";"May";"2017"
7;"Suicide bombing";"2 (+5)";"8";"Kirkuk, Iraq";"Two Kurdish soldiers were killed in an Islamic State attack on a military base in Kirkuk in northern Iraq.[27]";"Islamic State";"Iraqi Civil War";"May";"2017"
7;"Assassination";"1";"0";"Arish, Egypt";"A Christian man was shot dead by Islamic State militants in Arish.[28]";"Islamic State";"Insurgency in Egypt";"May";"2017"
7;"Suicide car bombing, Shooting";"7 (+1)";"33";"Gao Region, Mali";"A booby trapped car exploded next to a malian army position, then several gunmen stormed the base.[29]";"Al-Qaeda in the Islamic Maghreb";"Northern Mali conflict";"May";"2017"
7;"Shooting";"2";"3";"Misrata, Libya";"Two fighters from Third Force were killed and three others were wounded in an IS attack.[30]";"Islamic State of Iraq and the Levant in Libya (suspected)";"Libyan Civil War";"May";"2017"
7;"Shooting, Kidnapping";"1 (+1)";"2";"Occidental Mindoro, and Bukidnon, Philippines";"A New People's Army militant and a Philippine Army were killed in separate attacks, according to an army spokesman.[31] In other incident an off-duty soldier was abducted by rebels in Bukidnon, Philippines.[32]";"New People's Army";"New People's Army rebellion";"May";"2017"
8;"Bombing";"2";"0";"Ramadi, Iraq";"Two policemen were killed due to an IED blast, south of Ramadi city.[33]";"Islamic State";"Iraqi Civil War";"May";"2017"
8;"Shooting";"1";"0";"Baqubah, Iraq";"A police officer was killed by a group of gunmen at the outskirts of Baquba city.[34]";"Islamic Army in Iraq (suspected)";"Iraqi Civil War";"May";"2017"
8;"Suicide car bombing";"8 (+1)";"10";"Mogadishu, Somalia";"At least eight people, including a Somali general, were killed when a car bomb exploded at a café in Mogadishu.[35]";"Al-Shabaab";"War in Somalia";"May";"2017"
8;"Ambush";"4";"6 (+4 kidnapped)";"Republic of Logone, Central African Republic";"Attackers in Central African Republic ambushed a convoy of U.N. peacekeepers from Cambodia and Morocco, killing one Cambodian soldier and wounding six other peacekeepers. Three Cambodian soldiers and one Moroccan peacekeeper may also have been kidnapped.[36][37]";"Séléka (suspected)";"Central African Republic Civil War";"May";"2017"
8;"Shooting";"3";"0";"Kitshanga, Democratic Republic of Congo";"Rebels of the Democratic Liberation Forces of Rwanda (FDLR) have killed three people including two soldiers in northeastern DRC, a military source said Monday. The rebels attacked the town of Kitshanga, North Kivu province early Monday morning, Maj. Guillaume Njike, army spokesman in the province said.[38]";"Democratic Liberation Forces of Rwanda";"Kivu conflict";"May";"2017"
8;"Bombing";"0";"4";"Peshawar, Pakistan";"May 2017 Peshawar bombings: Two bombs exploded in Peshawar while the third one was defused by Bomb Disposal Squad. Three officials of Counter Terrorism Department (CTD) were injured. Beside CTD officials, a passerby was also injured.[39]";"Unknown";"War in North-West Pakistan";"May";"2017"
8;"Explosive device";"1";"9";"Slavne, Ukraine";"One Ukrainian serviceman was killed and nine others were wounded in the Donbass region. The fatality was caused by explosion of unidentified explosive device near Slavne.[40]";"Donetsk People's Republic (suspected)";"War in Donbass";"May";"2017"
8;"Shooting";"4";"0";"Cucuta, Colombia";"At least four people were killed in different parts of northern Santander by gunmen from the EPL, among the victims there is an alleged guerrilla and a demobilized.[41]";"EPL";"Colombian conflict";"May";"2017"
9;"Shooting";"1";"3";"Medellin, Colombia";"One person was killed and three others were injured after an attack on an Inpec vehicle carrying detainees from Caucasia to Medellin. The attack, it seems, was carried out by a paramilitary group.[42]";"Los Urabeños (suspected)";"Colombian conflict";"May";"2017"
9;"Car bombings";"1";"60";"Pattani, Thailand";"2017 Pattani bombing: Sixty people were confirmed injured when two bombs went off at Big C Supercenter in Muang district. A canvas vendor was killed before his truck was stolen to be used as the bomb delivery system.[43][37]";"Unknown";"South Thailand insurgency";"May";"2017"
9;"Executions";"47";"0";"Hawija, Iraq";"Islamic State members executed 47 of their prisoners in Kirkuk's Hawija, including 12 of their comrades.[44]";"Islamic State";"Iraqi Civil War";"May";"2017"
9;"Bombing";"2";"2";"Ramadi, Iraq";"Two civilians died and two others were wounded Tuesday when an explosive device went off north of the city of Ramadi.[45]";"Islamic State";"Iraqi Civil War";"May";"2017"
9;"Bombing";"1";"3";"Baghdad, Iraq";"One person was killed and three others were wounded when a bomb blast rocked an area in southwestern Baghdad.[46]";"Islamic State";"Iraqi Civil War";"May";"2017"
9;"Execution";"1";"0";"Deir ez-Zor, Syria";"ISIS released a propaganda video showing the decapitation of an alleged Russian spy, warning others not to infiltrate its inner circles.[47]";"Islamic State";"Syrian Civil War";"May";"2017"
10;"Suicide bombing";"1 (+1)";"6";"Hadhramaut Governorate, Yemen";"A Yemeni soldier was killed when a suspected al-Qaeda militant detonated a bomb vest in the south-eastern province of Hadramawt.[48]";"Al-Qaeda in the Arabian Peninsula";"Yemeni Civil War";"May";"2017"
10;"Bombing";"1";"0";"Baghdad, Iraq";"An employee of Education Ministry was killed as a bomb exploded in al-Zidan region in abu Ghraib district, western Baghdad.[49]";"Islamic State";"Iraqi Civil War";"May";"2017"
11;"Shooting, Bombings";"1 (+5)";"2";"Dhaka, Bangladesh";"A fire fighter was killed and two police officers were injured when bombs planted by Jamaat-ul-Mujahideen militants blew up. Five militants were also killed.[50]";"Jamaat-ul-Mujahideen";"Internal conflict in Bangladesh";"May";"2017"
11;"Shooting";"1";"0";"Kirkuk, Iraq";"One policeman was killed when an armed individual shot at him north of Kirkuk.[51]";"Islamic State";"Iraqi Civil War";"May";"2017"
11;"Shooting, Kidnapping";"13";"2 kidnapped";"Rafah, Egypt";"Thirteen armed tribesmen were killed in an attack by gunmen in the northern city of Rafah in Egypt's Sinai Peninsula.[52]";"Islamic State";"Insurgency in Egypt";"May";"2017"
11;"Car bombing";"4";"10";"Baghdad, Iraq";"Four persons were killed and ten injured as a booby-trapped vehicle exploded on Thursday in al-Sho'la district, east of Baghdad.[53]";"Islamic State";"Iraqi Civil War";"May";"2017"
11;"Bombing";"7";"0";"Herat Province, Afghanistan";"Seven members of a family, including two women and three children, were killed in a roadside bomb blast in Afghanistan's western Herat province.[54]";"Taliban";"War in Afghanistan";"May";"2017"
12;"Suicide bombing";"28 (+1)";"37";"Mastung, Pakistan";"2017 Mastung bombing: 28 people were killed and 37 were injured when a suicide bomber blew himself up in Pakistan's city of Mastung.[55] Islamic State claimed responsibility.[56]";"Islamic State";"War in North-West Pakistan";"May";"2017"
12;"Bombing";"0";"0";"Rome, Italy";"Two explosions damaged a car by a post office in central Rome, but no injuries have been reported.[57]";"Militant Anarchist (suspected)";"Terrorism in Italy";"May";"2017"
12;"Shooting";"0 (+2)";"1";"Malgobek, Russia";"One police officer was injured in shooting near police station in Ingushetia. The attackers were killed during the shootout.[58] ISIS claimed responsibility for the attack.[59]";"Islamic State";"Insurgency in the North Caucasus";"May";"2017"
12;"Shooting";"2";"Unknown";"Mandera, Kenya";"Two miners were killed by Al-Shabaab militants in Mandera.[60]";"Al-Shabaab";"Spillover of the War in Somalia";"May";"2017"
12;"Shelling";"3";"0";"Shirqat, Iraq";"A child and her parents died as a mortar shell, believed to be from Islamic State militants, landed on their house.[61]";"Islamic State";"Iraqi Civil War";"May";"2017"
12;"Suicide bombing";"1 (+2)";"6";"Limani, Cameroon";"1 person is killed in north Cameroon in an attack by two suicide bombers.[62]";"Boko Haram";"Boko Haram insurgency";"May";"2017"
12;"Shooting";"2 (+1)";"10";"Qatif, Saudi Arabia";"A Saudi infant and a Pakistani civilian were killed and 10 others civilians, including two Pakistanis, an Indian and a Sudanese, were injured by terrorists in Qatif. An attacker was also killed by the police.[63][64]";"Shia militants (suspected)";"2017 Qatif unrest";"May";"2017"
13;"Bombing";"2";"2";"Kabul, Afghanistan";"Two civilians were killed and two others were wounded when a magnetic bomb was detonated in Kabul.[65]";"Taliban";"War in Afghanistan";"May";"2017"
13;"Stabbing";"0 (+1)";"1";"Old City (Jerusalem), Israel";"Israel's police shot and killed a Jordanian citizen in the Chains Gate area, in Jerusalem’s Old city, after he reportedly stabbed and wounded a police officer.[66]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"May";"2017"
13;"Bombing";"1";"1";"Diyala, Iraq";"A soldier was killed, while a paramilitary personnel was injured as result of an IED blast.[67]";"Islamic State";"Iraqi Civil War";"May";"2017"
13;"Suicide bombing";"1 (+3)";"1";"Maiduguri, Nigeria";"One person was killed and another injured by suicide bombers at the University of Maiduguri in northeastern Nigeria.[68]";"Boko Haram";"Boko Haram insurgency";"May";"2017"
13;"Shelling";"4";"1";"Avdiivka, Ukraine";"Four civilians were killed by artillery shelling and another was wounded in Avdiivka. The Ukrainian government blamed pro-Russian separatists for the attack while the separatists accused the Ukrainian government of perpetrating a false flag.[69]";"Donetsk People's Republic (suspected)";"War in Donbass";"May";"2017"
13;"Shooting";"2";"22";"Yemen";"Sudanese army on Saturday confirmed that two of its soldiers have been killed and other 22 were wounded in clashes.The soldiers were part of a Saudi-led Arab military alliance against Houthi rebels in Yemen.[70][71]";"Houthis";"Yemeni Civil War";"May";"2017"
13;"Shooting";"10";"Unknown";"Gwadar, Pakistan";"Gunmen on motorbikes opened fire on construction workers, killing 10 in Pakistan's southwestern province of Balochistan, officials said Saturday.[72]";"Balochistan Liberation Army";"Balochistan insurgency";"May";"2017"
14;"Bombing";"0";"4";"Antioquia, Colombia";"An explosion left 4 people wounded, who were in an establishment open to the public, near the headquarters of the second Police District of that subregion.[73][74]";"Los Urabeños";"Colombian conflict";"May";"2017"
14;"Bombing";"5";"2";"Mihtarlam, Afghanistan";"Five children were killed in an attack with mortars on a playground in Afghanistan. Two more children were injured in the attack.[75]";"Taliban (suspected)";"War in Afghanistan";"May";"2017"
14;"Shooting, Bombing";"2";"2";"Quetta, Pakistan";"Two security men were injured in a roadside explosion in Quetta. In another attack assailants shot dead a political secretary and his security guard.[76]";"Lashkar-e-Jhangvi";"War in North-West Pakistan";"May";"2017"
14;"Shooting";"2";"5";"Sheikh Zuweid, Egypt";"Two officers were killed and five soldiers injured in a militant attack in the North Sinai city of Sheikh Zuweid.[77]";"Islamic State";"Sinai insurgency";"May";"2017"
14;"Bombing";"1";"3";"North Sinai Governorate, Egypt";"A colonel in the Egyptian military has been killed and three recruits have been injured in an explosion that targeted their armored vehicle in the Sinai Peninsula.[78]";"Islamic State";"Sinai insurgency";"May";"2017"
14;"Car bombing";"1";"5";"Baghdad, Iraq";"A booby-trapped car exploded near a bridge of al-Rubaie street, leaving one person killed and five others wounded.[79]";"Islamic State";"Iraqi Civil War";"May";"2017"
14;"Kidnapping";"0";"4 kidnapped";"Ténenkou, Mali";"In Mali four members of the Red Cross have been abducted. The local helpers were on the road in Ténenkou in the central region of Mopti on Sunday to assess the humanitarian situation there.[80]";"Jama'at Nasr al-Islam wal Muslimin (suspected)";"Northern Mali conflict";"May";"2017"
14;"Shooting";"1";"0";"Teorama, Colombia";"An ELN sniper shot and killed a Colombian soldier while protecting Ecopetrol's personnel and machinery advancing repairs to a stretch of the Caño Limón-Coveñas oil pipeline in Teorama municipality in Norte de Santander Department.[81]";"ELN";"Colombian conflict";"May";"2017"
15;"Suicide bombings";"2 (+4)";"0";"Haditha, Iraq";"4 bombers were sneaking into the town of Haditha, west of Anbar, however, three of the suicide bombers were trapped inside a house and killed by security, while the fourth blew himself up killing two security members.[82]";"Islamic State";"Iraqi Civil War";"May";"2017"
15;"Stabbing";"11";"0";"Maiduguri, Nigeria";"Nine members of the insurgent group arrived on motorcycles in Amarwa, a suburb of Maiduguri, and killed 11 farmers in their fields with machetes before escaping.[83]";"Boko Haram";"Boko Haram insurgency";"May";"2017"
15;"Shooting";"1";"1";"Baghdad, Iraq";"One member of Sunni tribal groups fighting the Islamic State was killed Monday and another was wounded when gunmen attacked their deployment south of Baghdad.[84]";"Islamic State";"Iraqi Civil War";"May";"2017"
15;"Car bombings";"10";"20";"Rukban Refugee Camp, Syria";"Over 10 were killed and 20 were injured when an ISIS car bomb targeted a rebel vehicle belonging to the Jordanian-backed Jaish Ahrar al-Asha’ir patrolling the Rukban Refugee Camp, in Syrian territory.[85]";"Islamic State";"Syrian Civil War";"May";"2017"
15;"Bombing";"0";"2";"Bangkok, Thailand";"Two women were slightly injured after an explosive device went off in front of the National Theatre of Bangkok.[86]";"Islamists (suspected)";"South Thailand insurgency";"May";"2017"
15;"Shooting";"0";"0";"Ocaña, Colombia";"A member of the EPL after a persecution and firefight against the police was captured in the municipality of Ocaña, Norte de Santander.[87]";"EPL";"Colombian conflict";"May";"2017"
15;"Bombing";"0";"0";"Arauca, Colombia";"Presumed Eln guerrillas fired an explosive device against Brigade 18 facilities, located in the capital of the state of Arauca, were not reported.[88]";"ELN";"Colombian conflict";"May";"2017"
15;"Shooting";"1";"0";"Diyarbakir, Turkey";"A village guard was martyred in a suspected PKK terror attack in southeastern Diyarbakir province on Monday, according to a police official.[89]";"PKK";"Kurdish–Turkish conflict";"May";"2017"
15;"Shooting";"2";"0";"Ahvaz, Iran";"Suspected Arab separatist gunmen killed two police officers in Ahvaz.[90]";"Jaish ul-Adl (claimed)";"Arab separatism in Khuzestan";"May";"2017"
16;"Shooting, Kidnapping";"1";"2 kidnapped";"Mandera, Kenya";"Al-Shabaab militants attacked a village near Mandera Town and killed a chief before abducting two Kenya Police Reserve.[91]";"Al-Shabaab";"Spillover of the War in Somalia";"May";"2017"
16;"Bombing";"1";"2";"Baghdad, Iraq";"One person died and two others were wounded when an explosive device went off in northern Baghdad.[92]";"Islamic State (suspected)";"Iraqi Civil War";"May";"2017"
16;"Shelling";"1";"5";"Qatif, Saudi Arabia";"A Saudi soldier was killed, and five more were wounded by a rocket-propelled grenade, in a district of al-Awamiya in operations to counter the militants.[93]";"Shia militants";"2017 Qatif unrest";"May";"2017"
16;"Shooting";"2";"3";"Al Anbar Governorate, Iraq";"Two border troops personnel were killed, while three others were injured as Islamic State militants targeted their patrol, 70 kilometers west of Rutba district in western Anbar.[94]";"Islamic State";"Iraqi Civil War";"May";"2017"
16;"Bombing";"4";"0";"Liboi, Kenya";"Four people have been killed after an improvised explosive device (IED) allegedly planted by militants struck their vehicle in a small Kenyan town near the border with Somalia.[95]";"Al-Shabaab";"Spillover of the War in Somalia";"May";"2017"
16;"Suicide bombings";"2 (+3)";"7";"Borno State, Nigeria";"Three female suicide bombers have attacked a herding community in northeast Nigeria, killing two people and injuring seven others.[96]";"Boko Haram";"Boko Haram insurgency";"May";"2017"
17;"Shooting, Suicide bombing, Hostage-taking";"6 (+4)";"17";"Jalalabad, Afghanistan";"Six persons, four civilians and two police officers, were killed and 17 others were injured when Islamic State militants stormed a TV station in Jalalabad. Two militants blew themself up, and the other two have taken hostages. They were later killed by the police.[97]";"Islamic State";"War in Afghanistan";"May";"2017"
17;"Car bombing";"3";"0";"Mogadishu, Somalia";"Three soldiers died when a car bomb exploded while they were trying to defuse it in the Somali capital Mogadishu.[98]";"Al-Shabaab";"War in Somalia";"May";"2017"
17;"Shooting, Armed attack";"0";"0";"Kinshasa, Democratic Republic of the Congo";"A group of separatists released their leader and 50 other inmates with an attack on the Makala jail of Kinshasa, Democratic Republic of the Congo.[99]";"Bundu dia Kongo (suspected)";"";"May";"2017"
17;"Landmine";"0";"7";"Laguna, Philippines";"Five Philippine Army personnel and two civilians were wounded after New People's Army rebels ambushed d two military vehicles by setting off a landmine in Luisiana town in Laguna province on Wednesday afternoon.[100]";"New People's Army";"CPP–NPA–NDF rebellion";"May";"2017"
17;"Shooting";"1";"0";"Chocó Department, Colombia";"ELN delivered today two people who had been kidnapped for a month to the International Committee of the Red Cross (ICRC) in the Colombian department of Chocó, hours later one of the released was killed[101][102]";"ELN (suspected)";"Colombian conflict";"May";"2017"
18;"Bombing";"2";"8";"Baghdad, Iraq";"One civilian was killed and three others were injured when an explosive device planted near a popular market in al-Nasr wal Salam area in Abu Gharib, west of Baghdad, went off. Another bomb exploded near commercial stores in Sakalat, also west of Baghdad, killing one civilian and wounding five others.[103]";"Islamic State";"Iraqi Civil War";"May";"2017"
18;"Suicide bombing";"9 (+1)";"11";"Tuz Khurmatu, Iraq";"A suicide attack took place as a bomber wearing explosive belt targeted a popular market in Tuz Khurmatu, leaving nine civilians killed and eleven others injured.[104]";"Islamic State";"Iraqi Civil War";"May";"2017"
18;"Shooting";"1";"2";"Herat, Afghanistan";"At least one person was killed and two others were wounded in an attack on the Afghan army bus in western Herat province of Afghanistan.[105]";"Haqqani network (suspected)";"War in Afghanistan";"May";"2017"
18;"Clashes";"52 (+15)";"100";"Hama Governorate, Syria";"The Islamic State group killed more than 50 people in an attack on two government-held villages in central Syria's Hama province.[106]";"Islamic State";"Syrian Civil War";"May";"2017"
18;"Stabbing";"0";"3";"Milan, Italy";"Two soldiers and a police officer were stabbed by a man inspired by the Islamic State in Milan.[107]";"Islamic State (suspected)";"Islamic terrorism in Europe";"May";"2017"
19;"Shooting";"1";"1";"Antioquia, Colombia";"At least one police officer was killed and another wounded in a Gulf Clan attack against members of the police force in the urban area of the municipality of Pueblorrico in the southwest of Antioquia.[108]";"Los Urabeños";"Colombian conflict";"May";"2017"
19;"Bombing";"1";"3";"Baghdad, Iraq";"A civilian was killed and three others were injured due to a bomb blast that occurred near a market in southern Baghdad.[109]";"Unknown";"Iraqi Civil War";"May";"2017"
19;"Shooting";"3";"0";"Gwadar, Pakistan";"Suspected militants on Friday gunned down three Pakistani workers building a Chinese-funded “Silk Road” highway in Balochistan, just days after a similar attack killed 10 Sindhi labourers in the south-western province.[110]";"Balochistan Liberation Army (suspected)";"Balochistan insurgency";"May";"2017"
19;"Suicide bombing";"(+3)";"Unknown";"Maiduguri, Nigeria";"Three suicide bombers on Friday detonated explosives inside a university campus in Nigeria’s northeastern state. The incident took place in Maiduguri city of Borno state.[111]";"Boko Haram (suspected)";"Boko Haram insurgency (suspected)";"May";"2017"
19;"Car bombing";"2";"Unknown";"Benghazi, Libya";"The head of eastern Libya’s largest tribe and other man were killed on Friday when a car bomb exploded outside a mosque on the outskirts of Benghazi, according to a Libyan security official.[112]";"Unknown";"Libyan Civil War";"May";"2017"
20;"Shooting";"3 (+4)";"Unknown";"Kupwara district, India";"Three soldiers and four militants were killed in an encounter that began on Saturday on the Line of Control in North Kashmir's Nowgam sector. Although the gunfight has stopped, sanitisation of the area is under way.[113][114]";"Militants";"Kashmir conflict";"May";"2017"
20;"Shooting";"141+";"100+";"Wadi al Shatii District, Libya";"Brak El-Shati airbase raid: At least 141 soldiers and civilians were killed in an attack in Southern Libya.[115]";"Misrata Militants (suspected)";"Second Libyan Civil War";"May";"2017"
20;"Suicide bombing";"35 (+4)";"45";"Baghdad, Iraq";"35 persons were killed and 45 others were injured in four suicide attacks in Baghdad.[116]";"Islamic State";"Iraqi Civil War";"May";"2017"
20;"Suicide bombing";"8";"41";"Basra, Iraq";"A suicide bombing near the oil-rich city of Basra killed five civilians and three troops.[117]";"Islamic State";"Iraqi Civil War";"May";"2017"
20;"Suicide bombing";"3 (+4)";"30";"Paktia Province, Afghanistan";"Three people were killed and 30 others injured on Saturday when gunmen stormed New Kabul Bank's branch in eastern Paktia province.[118]";"Taliban";"War in Afghanistan";"May";"2017"
20;"Shooting";"4";"Unknown";"Kohat, Pakistan";"A police mobile van in Kohat was on its way back after an operation when terrorists ambushed their vehicle. Four police officers were killed.[119]";"Jamaat-ul-Ahrar (suspected)";"War in North-West Pakistan";"May";"2017"
20;"Shooting";"7";"40";"Borno State, Nigeria";"At least 7 people are dead and more than 40 injured from gunshots in separate attacks by Boko haram militant group rampaging within recently liberated Borno communities.[120]";"Boko Haram";"Boko Haram insurgency";"May";"2017"
21;"Execution, Kidnapping";"2";"1 kidnapped";"Kabul, Afghanistan";"A German woman and her guard were killed by militants in Kabul. Another foreigner, from Finland, had been abducted.[121]";"Islamic State (suspected)";"War in Afghanistan";"May";"2017"
21;"Shooting";"15";"63";"Deir ez-Zor, Syria";"15 civilians were killed while 63 others, most of whom are women and children, were injured in an Islamic State terrorist attack.[122]";"Islamic State";"Syrian Civil War";"May";"2017"
21;"Shooting";"20";"15";"Zabul, Afghanistan";"20 Afghan policemen were killed and 15 others were injured when Taliban fighters stormed multiple security outposts in Zabul.[123]";"Taliban";"War in Afghanistan";"May";"2017"
21;"Bombing";"1";"1";"Baghdad, Iraq";"A soldier was killed, another was injured in an IED blast that targeted an army patrol in Baghdad.[124]";"Islamic State";"Iraqi Civil War";"May";"2017"
21;"Suicide bombing";"16 (+1)";"40";"Idlib Governorate, Syria";"A suicide attack on the offices of a powerful ultraconservative insurgent group in rebel-controlled Idlib province has killed at least 16.[125]";"Islamic State";"Syrian Civil War";"May";"2017"
21;"Suicide car bombings";"17 (+4)";"13";"Mosul, Iraq";"At least 17 Iraqi soldiers were killed in suicide attacks by Daesh militants in the northern city of Mosul.[126]";"Islamic State";"Iraqi Civil War";"May";"2017"
22;"Bombing";"0";"24";"Bangkok, Thailand";"A small bomb struck a Bangkok military-run hospital wounding more than 20 people.[127][128]";"Barisan Revolusi Nasional (suspected)";"South Thailand insurgency";"May";"2017"
22;"Suicide bombings";"6 (+5)";"15";"Baqubah, Iraq";"At least six soldiers were killed and around fifteen others were injured in an attack on a military base in eastern Iraq.[129]";"Islamic State";"Iraqi Civil War";"May";"2017"
22;"Bombing";"5";"0";"Khyber Agency, Pakistan";"At least five people were killed in an explosion triggered by an Improvised Explosive Device in Khyber Agency tribal area of Pakistan.[130][131]";"Tehrik-e-Taliban";"War in North-West Pakistan";"May";"2017"
22;"Shooting";"2";"0";"Baquba, Iraq";"Two civilians were killed in an armed attack that occurred near a village, northeast of Baquba.[132]";"Islamic State";"Iraqi Civil War";"May";"2017"
22;"Executions";"9";"0";"Hawija, Iraq";"Islamic State militants executed nine men from Hawija district and areas in its vicinity over collaboration with security services.[133]";"Islamic State";"Iraqi Civil War";"May";"2017"
