"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"3";"Land Mine";"1";"5+";"Aguelhok, Mali";"One Blue helmets was killed and several others wounded in an attack on their base in Aguelhok, Mali.[12]";"AQIM (suspected)";"Northern Mali conflict";"October";"2016"
"3";"Suicide bombing";"32 (+1)";"100+";"Al-Hasakah, Syria";"A suicide bombing killed at least twenty people in Al-Hasakah during a Kurdish wedding.[13]";"Islamic State";"Syrian civil war";"October";"2016"
"3";"Bombing";"16";"20+";"Baghdad, Iraq";"At least 16 were killed and dozens of others injured in three bombings in Baghdad.[14]";"Islamic State";"Iraqi Civil War";"October";"2016"
"3";"Shooting";"4";"1";"Quetta, Pakistan";"At least four women were killed and one injured when unidentified assailants opened fire on a bus.[15]";"Lashkar-e-Jhangvi (suspected)";"Sectarianism in Pakistan";"October";"2016"
"4";"Bombing";"0";"0";"Arauca, Colombia";"Suspected members of the Army guerrilla National Liberation (ELN) blew up on Tuesday a section of the Cano Limon-Covenas, which transports crude from the Colombian department of Arauca, on the northeastern border with Venezuela, to the Caribbean coast, the military said.[16]";"ELN";"Colombian Conflict";"October";"2016"
"4";"Land Mine";"1";"0";"Nangarhar Province, Afghanistan";"A US soldier was killed by a bomb blast while on patrol during operations in Nangarhar Province in Afghanistan.[17]";"Islamic State";"War in Afghanistan";"October";"2016"
"4";"Shooting";"14";"11";"Kunduz, Afghanistan";"Fierce gun battles raged for a second day on Tuesday in Afghanistan's embattled northern city of Kunduz while in the country's south, insurgents killed 12 policemen at checkpoints around the Helmand provincial capital and seized another district they had attacked a day earlier.[18]";"Taliban";"War in Afghanistan";"October";"2016"
"5";"Suicide bombing";"0 (+1)";"20";"Kabul, Afghanistan";"At least 20 people were wounded in a suicide attack on a mini bus carrying Ministry of Mines workers in capital Kabul on Wednesday.[19]";"Unknown";"War in Afghanistan";"October";"2016"
"5";"Shooting";"2(+1)";"3(+1)";"Lice, Turkey";"Two soldiers were killed and three were wounded in a shootout against PKK militants against a military base in the town of Lice in the Turkish province of Diyarbakir. Moreover, one of two people who gathered with militants in the forest area of Sehi, in Bitlis, was killed in the air operation, and another was injured.[20]";"PKK";"Kurdish–Turkish conflict";"October";"2016"
"5";"Melee attack";"0";"3 (+1)";"Brussels, Belgium";"2016 stabbing of Brussels police officers: On 5 October 2016, three police officers were attacked by a man wielding a machete in the Schaerbeek neighborhood of Brussels, Belgium. Two of them suffered stab wounds, while the third was physically assaulted but otherwise uninjured. However, their injuries are not believed to be life-threatening. Several stations in Brussels and the anti-terrorism prosecution office was also evacuated due to an ongoing bomb-alert. Many businesses were closed and there was major travel disruption.[21]";"Islamic State";"Wave of Terror in Europe";"October";"2016"
"5";"Bombing";"1";"4";"Baghdad, Iraq";"An improvised explosive device killed one member of the al-Hashd al-Shaabi and wounded four more.[22]";"Unknown";"Iraqi Civil War";"October";"2016"
"6";"Kidnapping";"0";"1 Kidnaped";"Tripoli, Libya";"Gunmen have kidnapped in the Libyan capital, Tripoli, a nearby cleric Grand Mufti of the country, Sadik Ghariani, without knowing who were the authors.[23]";"Unknown";"Second Libyan Civil War";"October";"2016"
"6";"Bombing, shooting";"6";"0";"Mandera, Kenya";"An al-Shabaab attack on a village near the Kenyan town of Mandera results in six deaths.[24]";"Al-Shabaab";"War in Somalia";"October";"2016"
"6";"Shooting";"20+";"1";"Tazalit, Niger";"The Malian refugee camp Tazalit in the Tasara region was attack by forty assailants, presumably AQIM,.Twenty people were killed (all site security forces). One refugee was injured.[25]";"AQIM";"Northern Mali conflict";"October";"2016"
"6";"Suicide bombing";"29+ (+1)";"20+";"Atmeh, Syria";"A suicide bomber blew himself up in a border town with Turkey killing at least 29 opposition fighters[26]";"Islamic State";"Syrian Civil War";"October";"2016"
"6";"Car bombing";"0";"10";"Istanbul, Turkey";"October 2016 Istanbul bombing: An explosion, which was caused by a car bomb near a police station in Istanbul making 10 injured.[27][28]";"PKK (suspected)";"Kurdish–Turkish conflict";"October";"2016"
"6";"Bombing";"1";"0";"Gürpinar, Turkey";"A soldier was killed in a PKK bomb attack in eastern Turkey's Van Province.[29]";"PKK";"Kurdish–Turkish conflict";"October";"2016"
"6";"Bombing";"3";"7";"Baghdad, Iraq";"An improvised explosive device killed three member of the al-Hashd al-Shaabi and wounded seven more.[30]";"Unknown";"Iraqi Civil War";"October";"2016"
"6";"Shooting";"6";"0";"Darzab, Afghanistan";"At least six people were killed Thursday in an attack executed by the Taliban in the Afghan village of Darzab, located in the province of Jowzjan (northwest).[31]";"Taliban";"War in Afghanistan";"October";"2016"
"7";"Bombing";"6";"19";"Mach, Pakistan";"At least six people have been killed and 19 wounded after two explosions targeted a passenger train in Pakistan's southwestern Balochistan province.[32]";"Balochistan Liberation Army";"Balochistan insurgency";"October";"2016"
"7";"Shooting";"1";"1";"Karachi, Pakistan";"A gunman shot dead an imambargah trustee and critically injured his son.[33]";"Lone Wolf";"";"October";"2016"
"7";"Shooting";"1";"2";"Shopian district, India";"A policeman was killed, while another constable and a civilian were injured when some terrorists fired at a security post guarding minority community in Shopian district of Kashmir.[34]";"Kashmiri separatists";"Kashmir conflict";"October";"2016"
"7";"Shooting";"0";"6";"Nampula, Mozambique";"The train, consisting of two locomotives and ten wagons, came under fire in the Muriza area,three crew members and three policemen were in the lead locomotive which was hit by the gunfire.[35]";"RENAMO";"RENAMO insurgency";"October";"2016"
"8";"Bombing";"5";"0";"Arish, Egypt";"Five police conscripts were killed on Friday night in an explosion caused by an improvised explosive device.[36]";"Islamic State";"Sinai insurgency";"October";"2016"
"8";"Suicide bombing";"0 (+2)";"0";"Ankara, Turkey";"Two suicide bombers blew themselves up in Ankara in response to calls by police for them to surrender. There were no further casualties except for the bombers.[37]";"TAK";"Kurdish–Turkish conflict";"October";"2016"
"8";"Suicide car bombing";"2+ (+3)";"Unknown";"Qayyara, Iraq";"ISIS used three suicide car bombs in the attack, which resulted in casualties, including two officers, in the brigades based in the Ragih area west of Qayyara, al Jazeera reported, citing military sources.[38]";"Islamic State";"Iraqi Civil War";"October";"2016"
"8";"Bombing";"0";"2";"Chaparhar District, Afghanistan";"Two U.S. servicemembers were wounded when the vehicle they were traveling in hit a roadside bomb.[39]";"Taliban";"War in Afghanistan";"October";"2016"
"8";"Shooting";"3";"4";"Kandahar, Afghanistan";"An Afghan official says at least three police officers have been killed in an attack in southern Kandahar province.[40]";"Taliban";"War in Afghanistan";"October";"2016"
"8";"Shooting";"3";"4";"Shah Wali Kot District, Afghanistan";"Three children were killed and another four wounded in the Shah Wali Kot district after a bomb they found exploded.[40]";"Taliban";"War in Afghanistan";"October";"2016"
"8";"Melee Attack";"1";"1";"Minsk, Belarus";"A lone wolf attacker entered a shopping mall in Minsk, before proceeding to attack at least two women with a chainsaw and an axe. One of the victims died; while another sustained critical injuries and remains in hospital. The perpetrator remains unknown to police.[41]";"Lone Wolf";"";"October";"2016"
"9";"Bombing";"5";"21";"Baghdad, Iraq";"A bombing targeting Shiites in Baghdad killed at least five people and wounded 21.[42]";"Islamic State";"Iraqi Civil War";"October";"2016"
"9";"Shooting";"2 (+1)";"6";"East Jerusalem";"2016 Jerusalem shooting: A Palestinian lone wolf attacker arrived at a tram stop in his car and shot \"randomly\" at passers-by. A 60-year-old woman and a police officer were killed; the attacker himself was pursued by police and later shot dead. At least 6 other injuries were incurred and the attack is believed to be a \"terrorist incident\".[43]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"October";"2016"
"9";"Car bombing";"15";"27";"Semdinli, Turkey";"2016 Semdinli bombing: A bomb killed at least 18 people including 8 civilians and 10 soldiers and another 27 people were wounded.[44]";"PKK";"Kurdish–Turkish conflict";"October";"2016"
"9";"Shooting";"25";"Unknown";"Jizan, Saudi Arabia";"About 25 Saudis killed in a military raid Houthis in Saudi Arabia
At least 25 Saudi soldiers have died in a raid by Huthi militia and its allies near the town of Jizan, on the southwestern tip of Saudi Arabia, as reported by the Yemeni news agency Saba, akin to the Huthi.[45]";"Houthi";"Conflict in Najran";"October";"2016"
"9";"Shooting";"11 (+2)";"Unknown";"Beni, Democratic Republic of the Congo";"A rebel attack in the northeastern Democratic Republic of Congo town of Beni has killed at least 11 people.[46]";"Allied Democratic Forces (suspected)";"Allied Democratic Forces insurgency";"October";"2016"
"9";"Shooting";"0 (+8)";"4";"Gudermessky, Russia";"Eight militants who were planning attacks in Chechnya were killed in a shootout with police. Four officers were injured as well.[47]";"Caucasus Emirate";"Insurgency in the North Caucasus";"October";"2016"
"9";"Shootdown";"8";"0";"Baghlan, Afghanistan";"A military helicopter has crashed in Afghanistan's northern Baghlan province, killing all eight people on board, officials have told Al Jazeera.[48]";"Taliban";"War in Afghanistan";"October";"2016"
"9";"Assassination";"1";"0";"Maputo, Mozambique";"A negotiator for the main opposition party, Mozambican National Resistance (Renamo) in the peace process with the Government of Mozambique was shot dead in Maputo, local media reported today citing police sources.[49]";"RENAMO";"RENAMO insurgency";"October";"2016"
"9";"Landmine";"1";"0";"Mali";"One of the main Tuareg leaders of Mali, Cheikh Ag Awssa, military head of the High Council of Azawad (HCUA, French acronym), died Saturday when the vehicle he was traveling with his son stepped on a mine, reported today the Coordinator movements of Azawad (CMA).[50]";"Al-Qaeda (suspected)";"Northern Mali conflict";"October";"2016"
"9";"Bombing";"Unknown";"Unknown";"Tamalous, Algeria";"Islamic State militants detonated an explosive device adjacent to the army convoy as it passed near Tamalous town in northeastern Algeria. It was not immediately clear whether the explosion caused any casualties.[51]";"Islamic State";"Insurgency in the Maghreb";"October";"2016"
"10";"Shooting";"0";"1";"Pampore, India";"Indian security forces have been battling a group of fighters inside a government compound in the Indian-administered portion of Kashmir, according to local police sources. Police told that army and paramilitary soldiers cordoned off the compound after shooting was heard near Pampore town, about 10 km outside of Srinagar, the capital of the Indian state of Jammu and Kashmir.[52]";"Kashmiri separatists";"Kashmir conflict";"October";"2016"
"10";"Bombing";"3";"Unknown";"Manbij, Syria";"Three Syrian children were killed within the school Seif al-Dawla in Manbij.[53]";"Islamic State";"Syrian Civil War";"October";"2016"
"10";"Suicide car bombing";"0 (+1)";"4";"Mogadishu, Somalia";"A suicide car bomb has exploded in the Somali capital of Mogadishu.[54]";"Al-Shabaab";"War in Somalia";"October";"2016"
"10";"Car bombing";"14";"Unknown";"Lashkar Gah, Afghanistan";"Suicide car bomber in southern Helmand city of Lashkar Gah kills 14, including 10 policemen.[55]";"Unknown";"War in Afghanistan";"October";"2016"
"11";"Suicide Bombing";"10 (+1)";"20";"Manbij, Syria";"At least 10 people were killed when an Islamic State suicide bomber blew himself up in a village in northern Syria.[56]";"Islamic State";"Syrian Civil War";"October";"2016"
"11";"Executions";"5";"0";"Hit, Iraq";"Islamic State executed at least five of its own militants on Monday for fleeing from a battle in Iraq's Anbar Governorate.[57]";"Islamic State";"Iraqi Civil War";"October";"2016"
"11";"Shooting";"5";"Unknown";"Borno State, Nigeria";"Five persons were said to have been killed in an attack by suspected members of the Boko Haram on a village in Borno State.[58]";"Boko Haram";"Boko Haram insurgency";"October";"2016"
"11";"Shooting";"4 (+1)";"Unknown";"Maungdaw, Myanmar";"Four soldiers and one attacker were killed on Tuesday when hundreds of men wielding pistols and swords assailed troops in Pyaungpit village, in Maungdaw township.[59]";"Unknown";"Rohingya insurgency in Western Myanmar";"October";"2016"
"11";"Shooting";"7";"0";"Maungdaw, Myanmar";"Troops found seven dead along with rudimentary weapons after fighting broke out in the nearby village of Taung Paing Nyar.[59]";"Unknown";"Rohingya insurgency in Western Myanmar";"October";"2016"
"11";"Bombing";"2";"5";"Kandahar, Afghanistan";"Two civilians have been killed and five others wounded in a roadside bombing in southern Kandahar province, an official said on Tuesday.[60]";"Unknown";"War in Afghanistan";"October";"2016"
"11";"Shooting, suicide Bombing";"18 (+1)";"36";"Kabul, Afghanistan";"Afghanistan's Interior Ministry says 14 people killed in militant attack on Shiite shrine in Kabul, 26 wounded.[61][62][63][64][65]";"Islamic State";"War in Afghanistan";"October";"2016"
"11";"Bombing";"0";"9";"Shopian, India";"A Granada attack left a balance of 10 wounded, 8 civilians 2 two members of the CRPF.[66]";"Unknown";"Kashmir conflict";"October";"2016"
"12";"Shooting";"12 (+Unknown)";"Unknown";"Rakhine State, Myanmar";"Twelve people have died in the north of Burma's Rakhine state in clashes between armed men and troops, state media reported on Wednesday[59]";"Unknown";"Rohingya insurgency in Western Myanmar";"October";"2016"
"12";"Bombing";"14";"25+";"Balkh, Afghanistan";"A bomb blast outside a Shia mosque in Afghanistan on Wednesday killed at least 14 people and wounded 24 among a gathering of worshippers, the second attack targeting the country's Shia minority in less than 24 hours, an official said.[67]";"Islamic State (suspected)";"War in Afghanistan";"October";"2016"
"12";"Shooting";"30";"57";"Kaga-Bandoro, Central African Republic";"Thirty people were killed and 57 others wounded during an attack on refugees.[68]";"Séléka";"Central African Republic Civil War";"October";"2016"
"12";"Bombing";"18";"15";"Maiduguri, Nigeria";"18 people have been reported dead in an explosion which occurred in Maiduguri, Borno State on Wednesday, October 12.[69]";"Boko Haram";"Boko Haram insurgency";"October";"2016"
"12";"Shooting";"3 (+2)";"1";"Oudalan Province, Burkina Faso";"Burkina Faso's defense ministry says heavily armed assailants have attacked a military position in the north near the Mali border, killing three soldiers and wounding another[70][71]";"Islamic State";"Insurgency in the Maghreb";"October";"2016"
"13";"Executions";"2";"0";"Abu Kamal, Syria";"Islamic State thugs batter two ‘adulterers’ to death with rocks in barbaric medieval-style execution before baying crowd.[72]";"Islamic State";"Syrian Civil War";"October";"2016"
"13";"Car bombing";"20+";"Dozens";"Azaz, Syria";"A car bomb detonated at a checkpoint operated by the Levant Front in Azaz, near the Syria-Turkey border, killing more than 20 and injuring dozens more. Most of the dead were rebels and ISIS is suspected of being behind the attack.[73]";"Islamic State";"Syrian Civil War";"October";"2016"
"13";"Bombing";"0";"0";"Athens, Greece";"Conspiracy Nuclei of Fire has claimed responsibility for a bomb blast outside a bookshop in central Athens that caused extensive damages but no injuries.n a posting on a left-wing website, the group accused prosecutor Georgia Tsatani of corruption and excessive severity in her handling of a case involving the wife of a convicted group member.[74]";"Conspiracy Nuclei of Fire";"";"October";"2016"
"13";"Vehicular attack";"0";"2";"Ma'ale Adumim, West Bank";"Two Israeli police were lightly injured in car ramming near Ma'ale Adumim settlement.[75]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"October";"2016"
"14";"Shooting";"15";"25-30";"Sirte, Libya";"At least 15 pro-government fighters were killed in clashes with the Islamic State group in the jihadists’ former Libya bastion of Sirte.[76]";"Islamic State";"Second Libyan Civil War";"October";"2016"
"14";"Executions";"58";"0";"Mosul, Iraq";"Part of the Mosul Offensive: Islamic State has crushed a rebellion plot in Mosul, led by one of the group's commanders who aimed to switch sides and help deliver the caliphate's Iraqi capital to government forces, residents and Iraqi security officials said.Islamic State executed 58 people suspected of taking part in the plot after it was uncovered last week. Residents, who spoke to Reuters from some of the few locations in the city that have phone service, said the plotters were killed by drowning and their bodies were buried in a mass grave in a wasteland on the outskirts of the city.[77]";"Islamic State";"Iraqi Civil War";"October";"2016"
"14";"Shooting";"12 (+15)";"6";"Bir el Abd, Egypt";"An Islamic State attack has left at least 12 people dead at a security checkpoint in Egypt, marking a possible spread of violence on the Sinai peninsula.[78]";"Islamic State";"Sinai insurgency";"October";"2016"
"14";"Shooting";"2";"1 kidnapped";"Abalak, Niger";"An American aid worker has been kidnapped in a town northeast of Niger's capital Niamey, before being taken by his abductors to Mali, according to a security source.Armed men raided the house of the aid worker on Friday, killing his two guards before driving him off across the desert, the mayor of the town of Abalak said on Saturday.[79][80]";"MUJAO";"Insurgency in the Maghreb";"October";"2016"
"14";"Shooting";"0";"1";"Cauca, Colombia";"An ambush wounded a policeman guarding a group of government officials who worked in the department of Cauca, who was attacked with gunfire and homemade grenades, the National Police reported.[81]";"ELN";"Colombian Conflict";"October";"2016"
"14";"Bombing";"4";"12";"Hakkâri, Turkey";"A bomb attack on the road leave a balance twelve soldiers killed and 12 wounded in the province of Hakkâri.[82]";"PKK";"Kurdish–Turkish conflict";"October";"2016"
"15";"Melee attack";"0";"1";"Beit Surik, West Bank";"An Israeli policeman was injured after being stabbed by a Palestinian terrorist.[83]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"October";"2016"
"15";"Shooting";"8";"Unknown";"Northwestern Iran";"PDKI kurdish group claimed killing 8 Iranian security forces in clashes on the previous day in Northwestern Iran.[84]";"PDKI";"2016 West Iran clashes";"October";"2016"
"15";"Suicide bombing, Shooting";"53+ (+ at least 6)";"44+";"Baghdad, Iraq";"October 2016 Baghdad attacks: Suicide bomber targets mourning tent in Baghdad, kills 41.[85][86] In a second incident, the wife and three children of Numan al-Mujamaie, the leader of the Ishaqi Mobilization militia, were killed when gunmen stormed his house in the town of Ishaq in his absence.[87]";"Islamic State";"Iraqi Civil War";"October";"2016"
"15";"Shooting";"8 (+3)";"11";"Tikrit, Iraq";"Eight policemen were killed and 11 others wounded in an attack which took place Mutaibija, south of the city of the city of Tikrit, while the militants had three killed.[87]";"Islamic State";"Iraqi Civil War";"October";"2016"
"15";"Shooting";"11";"Unknown";"Galkayo, Somalia";"The clashes between the forces of two semi-autonomous self-proclaimed regions of northern Somalia killed at least 11 dead, dozens injured and 50,000 displaced people reported Saturday Office for the Coordination of Humanitarian Affairs (OCHA).[88]";"Puntland Militants";"War in Somalia";"October";"2016"
"16";"Suicide Bombing";"3";"20";"Rakban, Syria";"A suicide bomber believed to be from the Islamic State militant group killed three people and injured at least 20 others in an attack on Sunday at a refugee camp in Syria near the border with Jordan.[89]";"Islamic State";"Syrian Civil War";"October";"2016"
"16";"Suicide bombing";"3 (+1)";"8";"Gaziantep, Turkey";"One suicide bombers blew himself up in Gaziantep during a police raid. There were reported casualties.[90]";"Islamic State";"Turkey–ISIL conflict";"October";"2016"
"16";"Suicide bombing";"4 (+1)";"12";"Baghdad, Iraq";"A suicide bomber struck a gathering of Shiite mourners in Baghdad Sunday, killing at least four people and wounding another 12.[91]";"Islamic State";"Iraqi Civil War";"October";"2016"
"16";"Shooting";"1";"0";"Bengaluru, India";"A local BJP office-bearer, who was also a swayamsevak of the Rashtriya Swayamsevak Sangh (RSS), was reportedly stabbed to death in broad daylight in Bengaluru.[92]";"Unknown";"";"October";"2016"
"16";"Bombing";"1";"0";"Donetsk, Ukraine";"A bomb inside an elevator killed an DPR commander.[93]";"Pro-Ukrainian militants";"War in Donbass";"October";"2016"
"16";"Shooting";"2";"1";"Barmal District, Pakistan";"Two Pakistani soldiers were killed and one injured in cross border firing near the Afghan border in the restive northwest.";"Lashkar-e-Jhangvi";"Sectarianism in Pakistan";"October";"2016"
"16";"Shooting";"3 (+18)";"2";"Sinai Peninsula, Egypt";"Egypt's army said three of its personnel were killed and two wounded during air and ground operations against militants in the restive North Sinai region on Sunday.[94]";"Islamic State";"Sinai insurgency";"October";"2016"
"16";"Stabbing";"1";"1";"Hamburg, Germany";"2016 Hamburg stabbing attack The Islamic State claimed responsibility for an attack that left one 16 year old dead and another, a 15 year old, injured in Hamburg.[95]";"Islamic State";"Wave of Terror in Europe";"October";"2016"
"17";"Suicide bombing";"0 (+1)";"0";"Sukhumi, Abkhazia";"A man blew himself up at TV station in Abkhazia. The authorities suspect a terror attack linked with radical Islamist motivations.[96]";"Lone wolf (terrorism)";"Wave of Terror in Europe";"October";"2016"
"17";"Bombing";"1";"10+";"Karachi, Pakistan";"At least one child was killed and dozens of people were wounded in a drive-by bomb attack at a Shi'ite mosque in Karachi, police said.[97]";"Lashkar-e-Jhangvi (suspected)";"Sectarianism in Pakistan";"October";"2016"
"17";"Shooting";"5";"8";"Abu Taweela, Egypt";"A police officer and four soldiers were killed after armed terrorist attacked a security patrol.[98]";"Islamic State";"Sinai Insurgency";"October";"2016"
"17";"Shooting";"1";"0";"el-Mokataa, Egypt";"An officer was killed by sniper fire in el-Mokataa village.[98]";"Islamic State";"Sinai Insurgency";"October";"2016"
"17";"Bombing";"1";"2";"El Gorah, Egypt";"A soldier was killed and two others were injured after a roadside bomb targeted their armored vehicle in El Gorah village.[99]";"Islamic State";"Sinai Insurgency";"October";"2016"
"17";"Shooting";"1";"1";"Shiekh Zwayed, Egypt";"A police officer was killed and a soldier wounded in attack in Shiekh Zwayed.[100]";"Islamic State";"Sinai Insurgency";"October";"2016"
"17";"Shooting";"20";"12+";"Ghashghar, Nigeria";"Boko Haram on Monday claimed it killed 20 soldiers in northeastern Nigeria.";"Boko Haram";"Boko Haram insurgency";"October";"2016"
"17";"Shooting,suicide bombing";"6 (+1)";"16";"Mosul, Iraq";"Part of the Battle of Mosul (2016):At least five Peshmerga forces and one Iraqi army soldier were killed in the operation.[101]";"Islamic State";"Iraqi Civil War";"October";"2016"
"17";"Melee attack";"0";"2";"Nice, France";"Two French police agents were injured in the Nice Côte d'Azur Airport by an Islamist-radicalized suspect.[102]";"Lone Wolf";"Wave of Terror in Europe";"October";"2016"
"18";"Suicide car bombing";"5+ (+1)";"Unknown";"Mosul, Iraq";"Part of Battle of Mosul (2016) :Five Peshmerga forces were killed in a suicide car bombing attack.[103]";"Islamic State";"Iraqi Civil War";"October";"2016"
"18";"Shooting";"4";"3 Missing";"Boma State, South Sudan";"Officials from Boma and Jubek states have confirmed the death of four local traders while three others are missing between Mangala and Pibor in an ambush.[104]";"Unknown";"South Sudanese Civil War";"October";"2016"
"18";"Shooting";"(+1)";"4 Captured";"Casanare, Colombia";"The Colombian army killed a guerrilla National Liberation Army (ELN) and four others captured a few days to initiate peace talks with the rebel group.[105]";"ELN";"Colombian Conflict";"October";"2016"
"18";"Melee Attack";"0 (+1)";"1";"Hagen, Germany";"Reports said police opened fire on a knifeman after he attacked another man in the small west German town of Hagen, close to Düsseldorf and Cologne.
A local reporter said the assailant was holding a \"sword\" or machete.[106]";"Lone Wolf";"Wave of Terror in Europe";"October";"2016"
"18";"Attack";"20";"Unknown";"Kaduna State, Nigeria";"A mob attacked Fulani herdsmen in Nigeria's restive middle-belt with an eyewitness reporting that during Monday, fourteen people were \"hacked and burnt\" to death over the weekend.[107]";"Unknown";"Communal conflicts in Nigeria";"October";"2016"
"18";"Shooting";"8";"Unknown";"Mogadishu, Somalia";"At least eight people, including six Somali government officials, were killed Tuesday in a heavy al-Shabab attack on Afgoye, a town 30 kilometers west of the Somali capital, Mogadishu. Among those killed were the commander of custodial corps (prison guards) Colonel Hassan Hashi Mohamed, the deputy commander of the town's police force Captain Ahmed Abdulkadir, senior police officer Abdulkadir Abdulle Gorod and head of regional department of finance Mohamud Dahir Qoley.[108]";"Al-Shabab";"War in Somalia";"October";"2016"
"19";"Shooting";"2+ (+1)";"3";"Kabul, Afghanistan";"Two American advisors were killed near a military base by an unknown assailant who was killed by international troops.[109]";"Lone Wolf";"War in Afghanistan";"October";"2016"
"20";"Melee attack, attempted bombing";"0 (+1)";"3";"Tangerang, Indonesia";"A man,a member of Islamic State,stabbed and wounded 3 Indonesian police on Thursday.The man also threw a pipe bomb which failed to explode during the rush hour attack in Tangerang,on the outskirts of Jakarta.[110][111]";"Islamic State";"";"October";"2016"
"20";"Shelling";"0";"2+";"Jizan, Saudi Arabia";"At least two people were injured after an shelling in Jizan.[112]";"Houthi";"Conflict in Najran";"October";"2016"
"20";"Bombing";"1";"Unknown";"Mosul, Iraq";"Part of Battle of Mosul (2016): A member of the US military was killed in a bomb blast.[113]";"Islamic State";"Iraqi Civil War";"October";"2016"
"20";"Shooting";"(+11)";"Unknown";"Beni, Democratic Republic of Congo";"The FARDC killed eleven militiamen identified as followers of the \"cult of Christ Body\" in a clash that occurred Thursday 20 October at Kabasha, in Beni territory (North Kivu).[114]";"Militants";"Kivu Conflict";"October";"2016"
"21";"Kidnapping";"0";"1";"Tawi-Tawi, Philippines";"Islamic State's Abu Sayyaf kidnaps South Korean ship captain and crewmember in Phlippines.[115]";"Abu Sayyaf";"Moro conflict";"October";"2016"
"21";"Suicide bombings";"16 (+3)";"Unknown";"Dibis, Iraq";"Three suicide bombers attacked the electric central of Dibis, killing twelve Iraqi employees and four Iranian technicians.[116]";"Islamic State";"Iraqi Civil War";"October";"2016"
"21-22";"Shooting, suicide bombings";"80+ (+74)";"133+";"Kirkuk, Iraq";"The Islamic State attacked several police buildings, a jail and some of the attackers remained holed up in a mosque and an abandoned hotel. Later, a sniper killed an Iraqi journalist in Kirkuk during clashes between the security forces and fighters from the Islamic State.[117][118][119][120]";"Islamic State";"Iraqi Civil War";"October";"2016"
"21";"Execution";"284+";"0";"Mosul, Iraq";"Part of Battle of Mosul (2016): The Islamic State executed hundreds of men and boys in Mosul, in the midst of a major offensive by Iraqi forces to recapture the city[121]";"Islamic State";"Iraqi Civil War";"October";"2016"
"21";"Chemical attack";"0";"27";"London, United Kingdom";"CS gas was released in London City Airport. A suspect has been confirmed to have attempted to release a 'noxious substance' to cause harm or fear. The suspect has been released on bail.[122]";"Unknown";"";"October";"2016"
"22";"Assassination";"1";"0";"Obour City, Egypt";"Gunmen opened fire on Brigadier General Adel Rajaaie, an armored division commander, when he left his home in Obour City.[123]";"Unknown";"";"October";"2016"
"22";"Shooting";"1";"1";"Mosul, Iraq";"Part of Battle of Mosul (2016):Islamic State shot an Iraqi cameraman of Al-Sumaria.[124]";"Islamic State";"Iraqi Civil War";"October";"2016"
"22";"Bombing";"3";"3+";"Faizabad, Afghanistan";"Three civilians were killed and three others injured as a roadside bomb struck a civilian car.[125]";"Taliban";"War in Afghanistan";"October";"2016"
